id,ACTION
288,0.996686
289,0.994099
290,0.995144
291,0.649718
292,0.917862
293,0.991449
294,0.987884
295,0.992596
296,0.438412
297,0.697541
298,0.979610
299,0.881821
300,0.996741
301,0.810639
302,0.996606
303,0.564174
304,0.907767
305,0.992259
306,0.995247
307,0.982280
308,0.999546
309,0.948841
310,0.983469
311,0.998405
312,0.996655
313,0.994973
314,0.998858
315,0.999217
316,0.996211
317,0.963159
318,0.996525
319,0.740161
320,0.998800
321,0.996086
322,0.412032
323,0.999517
324,0.992551
325,0.962144
326,0.929351
327,0.995757
328,0.998899
329,0.997676
330,0.994842
331,0.994420
332,0.971183
333,0.993890
334,0.934547
335,0.993778
336,0.982059
337,0.986735
338,0.994195
339,0.990824
340,0.994864
341,0.998750
342,0.989744
343,0.981993
344,0.999424
345,0.999033
346,0.997489
347,0.989076
348,0.982719
349,0.997957
350,0.953506
351,0.968564
352,0.999688
353,0.985134
354,0.879265
355,0.984014
356,0.996222
357,0.994222
358,0.996211
359,0.973519
360,0.506953
361,0.961092
362,0.983665
363,0.976067
364,0.916280
365,0.999326
366,0.999414
367,0.994178
368,0.998795
369,0.992118
370,0.997526
371,0.987633
372,0.996016
373,0.800907
374,0.277976
375,0.954633
376,0.991499
377,0.693109
378,0.992064
379,0.997302
380,0.911636
381,0.859683
382,0.985134
383,0.999700
384,0.994039
385,0.993902
386,0.983759
387,0.846618
388,0.982196
389,0.992583
390,0.994386
391,0.899438
392,0.997859
393,0.947661
394,0.991776
395,0.977387
396,0.991817
397,0.999595
398,0.982941
399,0.996237
400,0.995465
401,0.996925
402,0.993630
403,0.984046
404,0.973578
405,0.998693
406,0.989168
407,0.930505
408,0.993876
409,0.973020
410,0.997994
411,0.997977
412,0.960445
413,0.862307
414,0.996548
415,0.988791
416,0.936163
417,0.989459
418,0.992906
419,0.993858
420,0.992485
421,0.998864
422,0.990659
423,0.958493
424,0.851503
425,0.995583
426,0.973010
427,0.997046
428,0.992898
429,0.961068
430,0.999227
431,0.983689
432,0.985500
433,0.986775
434,0.983638
435,0.992961
436,0.999548
437,0.996274
438,0.196913
439,0.979200
440,0.455261
441,0.989996
442,0.999740
443,0.996301
444,0.993664
445,0.958941
446,0.997996
447,0.890594
448,0.995924
449,0.988748
450,0.983196
451,0.938536
452,0.990166
453,0.997106
454,0.954232
455,0.993058
456,0.992467
457,0.998575
458,0.996340
459,0.996756
460,0.720113
461,0.929539
462,0.998829
463,0.993586
464,0.993787
465,0.982893
466,0.997938
467,0.375967
468,0.981112
469,0.991126
470,0.992200
471,0.993569
472,0.994118
473,0.998262
474,0.994921
475,0.971327
476,0.992102
477,0.996733
478,0.993102
479,0.996693
480,0.998180
481,0.998990
482,0.981947
483,0.999055
484,0.979227
485,0.978943
486,0.928801
487,0.984053
488,0.993612
489,0.995340
490,0.981817
491,0.995004
492,0.987442
493,0.986617
494,0.990032
495,0.992828
496,0.994330
497,0.998459
498,0.998378
499,0.998596
500,0.983487
501,0.986864
502,0.942906
503,0.980959
504,0.985205
505,0.980345
506,0.997963
507,0.995742
508,0.977645
509,0.985685
510,0.413536
511,0.973726
512,0.990232
513,0.997513
514,0.722546
515,0.990287
516,0.990997
517,0.998686
518,0.937426
519,0.964360
520,0.948698
521,0.998258
522,0.995985
523,0.993652
524,0.257801
525,0.536922
526,0.467717
527,0.994917
528,0.991415
529,0.980439
530,0.998904
531,0.931806
532,0.985031
533,0.992011
534,0.974726
535,0.991633
536,0.987732
537,0.999319
538,0.989002
539,0.987240
540,0.946851
541,0.997123
542,0.978361
543,0.923330
544,0.968876
545,0.988055
546,0.993966
547,0.889195
548,0.705478
549,0.914468
550,0.883353
551,0.969307
552,0.948282
553,0.995503
554,0.896008
555,0.996956
556,0.987120
557,0.988870
558,0.968597
559,0.978316
560,0.981305
561,0.997168
562,0.992207
563,0.996003
564,0.747355
565,0.999684
566,0.977500
567,0.963558
568,0.872396
569,0.990871
570,0.981232
571,0.412521
572,0.994621
573,0.955717
574,0.423559
575,0.999342
576,0.994590
577,0.991621
578,0.992537
579,0.841349
580,0.979024
581,0.991073
582,0.990771
583,0.997451
584,0.895617
585,0.995359
586,0.989868
587,0.936283
588,0.992854
589,0.997229
590,0.939667
591,0.977920
592,0.999026
593,0.967484
594,0.989188
595,0.998337
596,0.997957
597,0.993686
598,0.870632
599,0.977225
600,0.972601
601,0.992351
602,0.969294
603,0.999760
604,0.995722
605,0.980397
606,0.997017
607,0.992427
608,0.996847
609,0.980905
610,0.825136
611,0.991875
612,0.986456
613,0.995588
614,0.757572
615,0.999332
616,0.540858
617,0.951743
618,0.997025
619,0.987266
620,0.998795
621,0.998186
622,0.969147
623,0.987797
624,0.921427
625,0.907601
626,0.995347
627,0.993651
628,0.955350
629,0.996217
630,0.998021
631,0.997461
632,0.966712
633,0.997897
634,0.997995
635,0.941542
636,0.994053
637,0.980749
638,0.992246
639,0.968250
640,0.986653
641,0.997933
642,0.977313
643,0.980530
644,0.995797
645,0.998372
646,0.760868
647,0.996762
648,0.956391
649,0.997297
650,0.888141
651,0.992075
652,0.996826
653,0.497622
654,0.980472
655,0.939321
656,0.995051
657,0.990469
658,0.995955
659,0.995486
660,0.966421
661,0.990870
662,0.995620
663,0.995633
664,0.994664
665,0.948293
666,0.657997
667,0.962801
668,0.979377
669,0.961613
670,0.498586
671,0.979712
672,0.979485
673,0.695430
674,0.978338
675,0.974690
676,0.992552
677,0.967425
678,0.997393
679,0.993955
680,0.990201
681,0.559511
682,0.982092
683,0.998028
684,0.991302
685,0.963291
686,0.974661
687,0.991193
688,0.996253
689,0.996640
690,0.998562
691,0.999318
692,0.998131
693,0.937290
694,0.996754
695,0.984610
696,0.733345
697,0.999286
698,0.996470
699,0.996913
700,0.990631
701,0.979592
702,0.994803
703,0.973993
704,0.966786
705,0.907559
706,0.821514
707,0.919817
708,0.998068
709,0.983272
710,0.992529
711,0.903379
712,0.940929
713,0.992865
714,0.998631
715,0.989153
716,0.862711
717,0.994107
718,0.959796
719,0.993699
720,0.993953
721,0.978653
722,0.998133
723,0.986486
724,0.984442
725,0.988454
726,0.961811
727,0.997792
728,0.999108
729,0.911189
730,0.954102
731,0.961145
732,0.999607
733,0.999690
734,0.999974
735,0.989622
736,0.782684
737,0.993555
738,0.996354
739,0.981749
740,0.997594
741,0.993241
742,0.995740
743,0.992950
744,0.998557
745,0.994847
746,0.994012
747,0.986763
748,0.996735
749,0.991272
750,0.999930
751,0.998314
752,0.988153
753,0.970033
754,0.982585
755,0.990831
756,0.717984
757,0.999243
758,0.988262
759,0.938911
760,0.952238
761,0.958513
762,0.962746
763,0.955579
764,0.966454
765,0.993524
766,0.983251
767,0.989573
768,0.994454
769,0.984607
770,0.984699
771,0.998928
772,0.991851
773,0.997941
774,0.992969
775,0.977733
776,0.858034
777,0.966799
778,0.990961
779,0.996821
780,0.514311
781,0.825785
782,0.984622
783,0.997472
784,0.979600
785,0.696331
786,0.975442
787,0.996173
788,0.974906
789,0.982181
790,0.942114
791,0.987950
792,0.993276
793,0.942037
794,0.984803
795,0.997276
796,0.947819
797,0.998706
798,0.997364
799,0.984053
800,0.999415
801,0.997561
802,0.990588
803,0.859255
804,0.996100
805,0.988289
806,0.997598
807,0.960402
808,0.934495
809,0.998370
810,0.995978
811,0.990215
812,0.422132
813,0.998144
814,0.973685
815,0.878467
816,0.999471
817,0.999089
818,0.997136
819,0.993387
820,0.960507
821,0.981892
822,0.995992
823,0.998134
824,0.994796
825,0.994665
826,0.954239
827,0.998712
828,0.993583
829,0.994906
830,0.993686
831,0.826075
832,0.999935
833,0.998197
834,0.994852
835,0.999140
836,0.963476
837,0.994265
838,0.998234
839,0.928569
840,0.973289
841,0.952845
842,0.997926
843,0.996044
844,0.997478
845,0.996666
846,0.992554
847,0.997815
848,0.997769
849,0.952450
850,0.550477
851,0.997497
852,0.990589
853,0.996084
854,0.198569
855,0.985410
856,0.994607
857,0.972235
858,0.993974
859,0.983647
860,0.999446
861,0.992790
862,0.976718
863,0.996997
864,0.940856
865,0.122910
866,0.973719
867,0.992770
868,0.986585
869,0.981504
870,0.997279
871,0.989573
872,0.981316
873,0.996252
874,0.853260
875,0.995132
876,0.983821
877,0.987663
878,0.985225
879,0.993302
880,0.986743
881,0.962702
882,0.995719
883,0.996916
884,0.963658
885,0.980643
886,0.999213
887,0.869728
888,0.995240
889,0.983446
890,0.999687
891,0.994650
892,0.964454
893,0.864605
894,0.997923
895,0.995438
896,0.985422
897,0.861760
898,0.969135
899,0.851167
900,0.996812
901,0.984702
902,0.991846
903,0.991618
904,0.994155
905,0.999417
906,0.998761
907,0.999747
908,0.999661
909,0.958085
910,0.961293
911,0.923157
912,0.993656
913,0.998715
914,0.998479
915,0.982913
916,0.964220
917,0.985571
918,0.989332
919,0.997245
920,0.993642
921,0.978008
922,0.984309
923,0.847789
924,0.975700
925,0.877224
926,0.995079
927,0.995921
928,0.998753
929,0.996966
930,0.999751
931,0.996741
932,0.993717
933,0.992926
934,0.993269
935,0.963189
936,0.950534
937,0.994352
938,0.993466
939,0.990573
940,0.916213
941,0.990373
942,0.998121
943,0.772409
944,0.994345
945,0.919930
946,0.985283
947,0.989903
948,0.935089
949,0.997959
950,0.991119
951,0.998843
952,0.774243
953,0.981307
954,0.989114
955,0.894839
956,0.309135
957,0.991303
958,0.978565
959,0.569464
960,0.961105
961,0.982750
962,0.994549
963,0.987901
964,0.967156
965,0.975497
966,0.902276
967,0.991228
968,0.942157
969,0.949035
970,0.954295
971,0.995901
972,0.998941
973,0.997347
974,0.994292
975,0.982650
976,0.979101
977,0.997299
978,0.923019
979,0.928086
980,0.741599
981,0.998147
982,0.991143
983,0.999778
984,0.150209
985,0.996998
986,0.983601
987,0.999685
988,0.986142
989,0.996830
990,0.911337
991,0.603755
992,0.973736
993,0.999981
994,0.996824
995,0.991896
996,0.997067
997,0.644808
998,0.990633
999,0.985191
1000,0.997929
1001,0.996833
1002,0.951721
1003,0.938863
1004,0.985374
1005,0.965401
1006,0.953067
1007,0.991870
1008,0.994914
1009,0.999181
1010,0.992121
1011,0.998321
1012,0.911743
1013,0.994853
1014,0.986438
1015,0.997709
1016,0.999340
1017,0.489043
1018,0.989244
1019,0.971977
1020,0.998222
1021,0.999127
1022,0.969302
1023,0.978313
1024,0.985112
1025,0.891251
1026,0.921015
1027,0.993566
1028,0.956897
1029,0.994365
1030,0.992789
1031,0.982848
1032,0.999779
1033,0.997942
1034,0.992433
1035,0.999489
1036,0.997792
1037,0.978507
1038,0.989910
1039,0.982886
1040,0.993080
1041,0.995535
1042,0.991326
1043,0.563152
1044,0.731764
1045,0.914930
1046,0.991277
1047,0.998985
1048,0.995598
1049,0.627211
1050,0.998565
1051,0.995664
1052,0.989844
1053,0.999320
1054,0.849929
1055,0.995013
1056,0.973369
1057,0.984484
1058,0.998207
1059,0.997598
1060,0.995041
1061,0.976444
1062,0.893380
1063,0.975068
1064,0.979692
1065,0.999647
1066,0.993880
1067,0.997412
1068,0.910129
1069,0.971435
1070,0.996665
1071,0.844284
1072,0.994910
1073,0.749425
1074,0.966443
1075,0.999335
1076,0.993545
1077,0.982534
1078,0.989824
1079,0.988117
1080,0.898458
1081,0.999938
1082,0.998437
1083,0.992608
1084,0.995917
1085,0.945527
1086,0.999566
1087,0.954411
1088,0.991112
1089,0.993205
1090,0.998312
1091,0.985398
1092,0.994900
1093,0.993977
1094,0.996322
1095,0.999765
1096,0.995832
1097,0.996151
1098,0.996418
1099,0.990283
1100,0.991635
1101,0.875447
1102,0.983675
1103,0.999050
1104,0.626268
1105,0.997758
1106,0.999504
1107,0.998583
1108,0.989944
1109,0.996612
1110,0.996881
1111,0.997736
1112,0.992905
1113,0.995814
1114,0.876714
1115,0.797665
1116,0.995799
1117,0.961268
1118,0.957993
1119,0.963522
1120,0.968657
1121,0.991202
1122,0.785695
1123,0.963155
1124,0.987247
1125,0.996890
1126,0.987124
1127,0.996527
1128,0.997864
1129,0.996907
1130,0.996390
1131,0.864324
1132,0.963696
1133,0.999674
1134,0.996345
1135,0.807681
1136,0.993515
1137,0.996056
1138,0.998550
1139,0.998809
1140,0.897790
1141,0.991423
1142,0.977951
1143,0.996232
1144,0.985376
1145,0.990945
1146,0.999275
1147,0.985870
1148,0.991646
1149,0.997048
1150,0.998470
1151,0.999664
1152,0.999349
1153,0.999759
1154,0.548122
1155,0.999803
1156,0.997868
1157,0.963759
1158,0.747892
1159,0.992276
1160,0.921951
1161,0.994611
1162,0.993688
1163,0.957853
1164,0.994749
1165,0.998832
1166,0.974624
1167,0.991492
1168,0.996395
1169,0.962286
1170,0.936948
1171,0.993246
1172,0.994062
1173,0.996752
1174,0.940779
1175,0.998438
1176,0.992515
1177,0.997786
1178,0.994318
1179,0.998290
1180,0.625676
1181,0.457146
1182,0.982616
1183,0.976350
1184,0.985284
1185,0.998921
1186,0.983023
1187,0.986849
1188,0.556201
1189,0.984767
1190,0.993086
1191,0.995446
1192,0.998963
1193,0.996782
1194,0.989984
1195,0.998346
1196,0.978557
1197,0.991310
1198,0.996104
1199,0.999216
1200,0.997816
1201,0.987766
1202,0.998548
1203,0.996178
1204,0.987608
1205,0.995677
1206,0.988617
1207,0.978808
1208,0.999177
1209,0.768971
1210,0.971253
1211,0.992979
1212,0.987382
1213,0.982907
1214,0.975404
1215,0.998926
1216,0.937074
1217,0.974442
1218,0.988762
1219,0.992386
1220,0.889494
1221,0.994756
1222,0.981882
1223,0.998976
1224,0.963569
1225,0.997554
1226,0.987260
1227,0.988317
1228,0.992275
1229,0.987802
1230,0.999237
1231,0.994760
1232,0.994538
1233,0.999825
1234,0.988857
1235,0.980075
1236,0.996599
1237,0.988532
1238,0.963882
1239,0.996559
1240,0.945385
1241,0.982190
1242,0.988039
1243,0.988437
1244,0.999499
1245,0.994878
1246,0.927780
1247,0.983900
1248,0.998636
1249,0.947978
1250,0.998371
1251,0.867987
1252,0.911244
1253,0.999432
1254,0.994811
1255,0.997000
1256,0.998956
1257,0.782780
1258,0.989997
1259,0.991150
1260,0.998746
1261,0.998817
1262,0.988447
1263,0.993772
1264,0.987588
1265,0.995123
1266,0.991777
1267,0.998063
1268,0.996399
1269,0.988425
1270,0.997999
1271,0.986838
1272,0.998046
1273,0.984813
1274,0.916105
1275,0.997796
1276,0.996300
1277,0.962789
1278,0.984882
1279,0.996164
1280,0.981599
1281,0.998925
1282,0.987579
1283,0.988931
1284,0.988939
1285,0.999465
1286,0.999780
1287,0.843875
1288,0.975027
1289,0.959987
1290,0.998245
1291,0.991314
1292,0.979785
1293,0.996981
1294,0.976085
1295,0.997004
1296,0.982150
1297,0.996450
1298,0.988843
1299,0.951014
1300,0.523517
1301,0.970470
1302,0.857427
1303,0.995767
1304,0.991829
1305,0.917693
1306,0.997183
1307,0.999650
1308,0.995371
1309,0.993400
1310,0.987209
1311,0.986735
1312,0.997692
1313,0.759923
1314,0.989696
1315,0.992888
1316,0.996583
1317,0.992992
1318,0.996413
1319,0.996843
1320,0.869861
1321,0.918773
1322,0.999505
1323,0.998569
1324,0.998782
1325,0.998139
1326,0.981179
1327,0.900087
1328,0.990672
1329,0.999184
1330,0.994477
1331,0.997280
1332,0.986304
1333,0.941060
1334,0.978150
1335,0.911080
1336,0.991956
1337,0.993765
1338,0.998622
1339,0.776117
1340,0.996224
1341,0.982707
1342,0.987365
1343,0.995651
1344,0.991254
1345,0.996910
1346,0.989347
1347,0.994859
1348,0.979304
1349,0.992005
1350,0.997854
1351,0.941385
1352,0.980548
1353,0.979134
1354,0.995834
1355,0.977361
1356,0.992346
1357,0.827223
1358,0.833925
1359,0.182900
1360,0.493869
1361,0.980738
1362,0.993991
1363,0.998997
1364,0.950759
1365,0.993988
1366,0.976917
1367,0.996977
1368,0.992305
1369,0.995102
1370,0.966704
1371,0.994070
1372,0.972966
1373,0.855926
1374,0.990036
1375,0.999867
1376,0.972063
1377,0.996634
1378,0.993403
1379,0.974510
1380,0.990788
1381,0.998848
1382,0.974444
1383,0.994880
1384,0.995714
1385,0.985308
1386,0.993346
1387,0.974193
1388,0.918418
1389,0.993393
1390,0.998421
1391,0.092809
1392,0.961808
1393,0.940687
1394,0.990660
1395,0.874832
1396,0.972465
1397,0.989621
1398,0.998696
1399,0.940892
1400,0.983997
1401,0.997502
1402,0.993896
1403,0.994264
1404,0.994308
1405,0.983662
1406,0.995197
1407,0.946518
1408,0.993894
1409,0.963246
1410,0.995519
1411,0.975693
1412,0.992497
1413,0.578083
1414,0.935449
1415,0.984271
1416,0.957011
1417,0.946078
1418,0.985226
1419,0.999605
1420,0.985967
1421,0.994563
1422,0.988193
1423,0.980676
1424,0.996059
1425,0.987276
1426,0.988052
1427,0.999578
1428,0.984851
1429,0.254469
1430,0.989778
1431,0.972981
1432,0.994713
1433,0.169230
1434,0.649633
1435,0.986074
1436,0.987339
1437,0.982500
1438,0.987479
1439,0.987049
1440,0.987734
1441,0.939235
1442,0.996264
1443,0.994162
1444,0.996029
1445,0.996863
1446,0.998860
1447,0.984643
1448,0.984647
1449,0.995308
1450,0.981905
1451,0.987407
1452,0.996820
1453,0.996006
1454,0.944549
1455,0.971288
1456,0.929745
1457,0.992047
1458,0.998045
1459,0.996834
1460,0.992144
1461,0.997392
1462,0.153223
1463,0.998530
1464,0.691696
1465,0.995529
1466,0.994999
1467,0.980837
1468,0.991553
1469,0.967040
1470,0.966371
1471,0.983453
1472,0.971610
1473,0.981721
1474,0.999848
1475,0.999409
1476,0.995069
1477,0.951341
1478,0.997246
1479,0.994244
1480,0.992249
1481,0.996036
1482,0.676363
1483,0.982831
1484,0.981921
1485,0.990095
1486,0.990867
1487,0.966226
1488,0.957216
1489,0.998941
1490,0.961193
1491,0.999797
1492,0.978810
1493,0.983272
1494,0.911038
1495,0.978159
1496,0.996868
1497,0.991904
1498,0.992875
1499,0.998051
1500,0.997990
1501,0.995387
1502,0.678567
1503,0.981777
1504,0.981248
1505,0.998222
1506,0.955365
1507,0.991493
1508,0.958168
1509,0.997156
1510,0.996437
1511,0.990111
1512,0.997916
1513,0.992201
1514,0.985244
1515,0.885999
1516,0.954450
1517,0.372158
1518,0.975945
1519,0.997086
1520,0.997186
1521,0.992193
1522,0.983423
1523,0.930096
1524,0.934933
1525,0.998986
1526,0.990522
1527,0.984679
1528,0.987322
1529,0.984792
1530,0.996201
1531,0.990685
1532,0.994508
1533,0.992297
1534,0.997850
1535,0.999649
1536,0.958011
1537,0.996462
1538,0.999122
1539,0.988298
1540,0.996785
1541,0.999354
1542,0.976449
1543,0.965029
1544,0.995920
1545,0.999458
1546,0.991685
1547,0.980416
1548,0.995027
1549,0.997683
1550,0.994530
1551,0.994923
1552,0.994885
1553,0.998511
1554,0.994847
1555,0.978895
1556,0.993142
1557,0.970287
1558,0.995880
1559,0.987572
1560,0.897009
1561,0.984245
1562,0.698884
1563,0.434575
1564,0.988204
1565,0.972301
1566,0.980946
1567,0.991552
1568,0.924289
1569,0.988957
1570,0.982705
1571,0.900634
1572,0.994006
1573,0.208739
1574,0.999712
1575,0.975624
1576,0.983472
1577,0.995826
1578,0.906557
1579,0.996078
1580,0.542577
1581,0.999599
1582,0.986793
1583,0.973257
1584,0.998202
1585,0.986602
1586,0.982323
1587,0.973328
1588,0.998687
1589,0.992802
1590,0.997665
1591,0.991284
1592,0.999265
1593,0.990824
1594,0.990211
1595,0.113759
1596,0.936910
1597,0.996121
1598,0.989740
1599,0.199867
1600,0.975008
1601,0.983200
1602,0.980906
1603,0.980359
1604,0.988562
1605,0.976181
1606,0.995458
1607,0.924345
1608,0.950678
1609,0.962524
1610,0.724547
1611,0.999017
1612,0.985077
1613,0.996477
1614,0.796981
1615,0.995505
1616,0.992313
1617,0.495710
1618,0.984105
1619,0.998167
1620,0.991961
1621,0.956287
1622,0.907885
1623,0.980842
1624,0.995231
1625,0.992925
1626,0.996926
1627,0.438839
1628,0.641160
1629,0.995990
1630,0.977246
1631,0.997987
1632,0.978390
1633,0.948082
1634,0.979681
1635,0.987302
1636,0.988271
1637,0.990551
1638,0.975702
1639,0.948264
1640,0.988644
1641,0.999052
1642,0.461718
1643,0.998849
1644,0.995537
1645,0.917338
1646,0.990239
1647,0.979813
1648,0.995544
1649,0.982638
1650,0.981170
1651,0.984701
1652,0.999191
1653,0.999808
1654,0.999583
1655,0.994646
1656,0.989989
1657,0.991275
1658,0.992103
1659,0.934032
1660,0.999353
1661,0.999235
1662,0.990768
1663,0.958222
1664,0.998982
1665,0.958620
1666,0.977277
1667,0.986344
1668,0.998792
1669,0.993078
1670,0.995385
1671,0.804631
1672,0.968711
1673,0.979364
1674,0.993942
1675,0.337832
1676,0.546530
1677,0.995009
1678,0.984405
1679,0.997790
1680,0.998838
1681,0.993914
1682,0.965256
1683,0.997180
1684,0.984993
1685,0.999453
1686,0.999610
1687,0.987176
1688,0.996041
1689,0.989474
1690,0.991255
1691,0.992073
1692,0.999023
1693,0.998077
1694,0.918737
1695,0.999084
1696,0.991338
1697,0.978558
1698,0.912160
1699,0.983999
1700,0.994489
1701,0.989573
1702,0.997860
1703,0.856868
1704,0.978988
1705,0.932668
1706,0.953007
1707,0.998807
1708,0.989173
1709,0.998793
1710,0.999377
1711,0.995740
1712,0.985530
1713,0.634607
1714,0.995847
1715,0.990154
1716,0.999766
1717,0.776405
1718,0.195375
1719,0.993066
1720,0.953659
1721,0.992394
1722,0.998812
1723,0.994173
1724,0.999000
1725,0.985350
1726,0.993815
1727,0.998362
1728,0.997099
1729,0.987794
1730,0.993526
1731,0.952987
1732,0.921490
1733,0.991890
1734,0.970269
1735,0.993784
1736,0.966909
1737,0.998456
1738,0.997110
1739,0.995488
1740,0.998139
1741,0.796837
1742,0.999363
1743,0.998455
1744,0.943284
1745,0.993674
1746,0.998547
1747,0.945431
1748,0.944017
1749,0.999395
1750,0.979291
1751,0.987957
1752,0.994557
1753,0.998545
1754,0.999018
1755,0.950396
1756,0.992745
1757,0.996263
1758,0.979762
1759,0.998386
1760,0.990042
1761,0.883233
1762,0.831069
1763,0.995089
1764,0.995623
1765,0.984331
1766,0.977975
1767,0.999456
1768,0.630574
1769,0.753026
1770,0.983878
1771,0.981087
1772,0.999670
1773,0.968977
1774,0.977742
1775,0.999439
1776,0.928273
1777,0.969337
1778,0.967237
1779,0.998736
1780,0.873835
1781,0.966181
1782,0.867036
1783,0.982274
1784,0.988903
1785,0.997124
1786,0.987978
1787,0.942617
1788,0.898884
1789,0.965800
1790,0.998665
1791,0.632829
1792,0.993227
1793,0.992417
1794,0.878039
1795,0.983136
1796,0.916068
1797,0.980861
1798,0.993138
1799,0.996415
1800,0.999073
1801,0.995222
1802,0.998454
1803,0.989438
1804,0.995890
1805,0.864105
1806,0.749346
1807,0.999644
1808,0.993543
1809,0.999044
1810,0.992508
1811,0.998154
1812,0.998646
1813,0.472271
1814,0.555887
1815,0.972784
1816,0.998693
1817,0.983036
1818,0.993583
1819,0.911339
1820,0.994517
1821,0.997662
1822,0.991884
1823,0.965241
1824,0.792953
1825,0.999950
1826,0.986111
1827,0.995453
1828,0.946491
1829,0.997856
1830,0.945432
1831,0.997860
1832,0.998906
1833,0.996052
1834,0.985415
1835,0.968113
1836,0.999033
1837,0.996527
1838,0.905141
1839,0.993350
1840,0.988600
1841,0.871278
1842,0.990411
1843,0.995012
1844,0.920458
1845,0.995330
1846,0.986628
1847,0.993420
1848,0.994085
1849,0.994201
1850,0.998654
1851,0.973867
1852,0.995901
1853,0.776835
1854,0.996984
1855,0.946751
1856,0.997656
1857,0.994231
1858,0.466550
1859,0.997351
1860,0.847854
1861,0.995016
1862,0.999349
1863,0.954741
1864,0.971269
1865,0.987255
1866,0.993196
1867,0.992860
1868,0.992324
1869,0.942934
1870,0.922708
1871,0.999139
1872,0.976833
1873,0.490248
